id,btitleinquery,longestprefix,longestsuffix,longestQueryPrefixPerc,longestQuerySuffixPerc,longestTitlePrefixPerc,longestTitleSuffixPerc,numtitledigits,numquerydigits,numdigitdiff,bindigiteq,charjaccardsim,charngcount3,charngjacc3,charngcount4,charngjacc4,charngcount5,charngjacc5,charngcount6,charngjacc6,charngcount7,charngjacc7,wordngcount1,leftngcount1,wordngjacc1,wordngcount2,leftngcount2,wordngjacc2,wordngcount3,leftngcount3,wordngjacc3,wordngcount4,leftngcount4,wordngjacc4,wordngcount5,leftngcount5,wordngjacc5,outcome
5868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47368421052631576,65.0,0.8,66.0,0.8181818181818182,66.0,0.8333333333333334,66.0,0.8484848484848485,66.0,0.8636363636363636,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,4
5872,0.0,9.0,0.0,0.6,0.0,0.17307692307692307,0.0,0.0,0.0,0.0,1.0,0.4444444444444444,51.0,0.7450980392156863,51.0,0.7647058823529411,51.0,0.7843137254901961,51.0,0.803921568627451,51.0,0.8235294117647058,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,2
5876,1.0,9.0,0.0,1.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,1.0,0.5789473684210527,48.0,0.8541666666666666,50.0,0.88,50.0,0.9,50.0,0.92,50.0,0.94,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,4
5887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,56.0,0.5357142857142857,57.0,0.5614035087719298,56.0,0.5714285714285714,55.0,0.5818181818181818,53.0,0.5849056603773585,9.0,3.0,0.5555555555555556,9.0,3.0,0.5555555555555556,9.0,3.0,0.5555555555555556,9.0,3.0,0.5555555555555556,9.0,3.0,0.5555555555555556,4
5889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.7,44.0,0.8863636363636364,44.0,0.9090909090909091,43.0,0.9302325581395349,42.0,0.9523809523809523,41.0,0.975609756097561,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,4
5892,1.0,0.0,1.0,0.0,0.07142857142857142,0.0,0.02040816326530612,0.0,0.0,0.0,1.0,0.47058823529411764,45.0,0.7333333333333333,46.0,0.7608695652173914,45.0,0.7777777777777778,44.0,0.7954545454545454,43.0,0.813953488372093,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,4
5895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,60.0,0.8666666666666667,60.0,0.8833333333333333,59.0,0.8983050847457628,58.0,0.9137931034482759,57.0,0.9298245614035088,10.0,0.0,0.9,10.0,0.0,0.9,10.0,0.0,0.9,10.0,0.0,0.9,10.0,0.0,0.9,3
5899,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,45.0,0.7333333333333333,44.0,0.75,43.0,0.7674418604651163,42.0,0.7857142857142857,41.0,0.8048780487804879,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,4
5906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,21.0,0.5238095238095238,19.0,0.5263157894736842,17.0,0.5294117647058824,15.0,0.5333333333333333,13.0,0.5384615384615384,4.0,2.0,0.5,4.0,2.0,0.5,4.0,2.0,0.5,4.0,2.0,0.5,4.0,2.0,0.5,3
5914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,32.0,0.625,32.0,0.65625,32.0,0.6875,32.0,0.71875,32.0,0.75,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,4
5919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.5555555555555556,112.0,0.8660714285714286,112.0,0.875,112.0,0.8839285714285714,111.0,0.8918918918918919,110.0,0.9,24.0,0.0,0.8333333333333334,24.0,0.0,0.8333333333333334,24.0,0.0,0.8333333333333334,24.0,0.0,0.8333333333333334,24.0,0.0,0.8333333333333334,4
5920,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,32.0,0.5,32.0,0.53125,31.0,0.5483870967741935,30.0,0.5666666666666667,29.0,0.5862068965517241,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,4
5923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7368421052631579,50.0,0.92,50.0,0.94,49.0,0.9591836734693877,48.0,0.9791666666666666,48.0,0.9791666666666666,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,3
5928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5789473684210527,72.0,0.8194444444444444,76.0,0.8421052631578947,78.0,0.8589743589743589,80.0,0.875,82.0,0.8902439024390244,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,4
5929,0.0,5.0,0.0,0.35714285714285715,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.2,15.0,0.26666666666666666,15.0,0.3333333333333333,15.0,0.4,14.0,0.42857142857142855,4.0,2.0,0.25,4.0,2.0,0.25,4.0,2.0,0.25,4.0,2.0,0.25,4.0,2.0,0.25,3
5932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7777777777777778,63.0,0.9682539682539683,63.0,0.9841269841269841,63.0,0.9841269841269841,62.0,0.9838709677419355,61.0,0.9836065573770492,12.0,0.0,0.9166666666666666,12.0,0.0,0.9166666666666666,12.0,0.0,0.9166666666666666,12.0,0.0,0.9166666666666666,12.0,0.0,0.9166666666666666,4
5933,0.0,5.0,0.0,0.29411764705882354,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.375,30.0,0.5,30.0,0.5333333333333333,30.0,0.5666666666666667,30.0,0.6,29.0,0.6206896551724138,5.0,0.0,0.4,5.0,0.0,0.4,5.0,0.0,0.4,5.0,0.0,0.4,5.0,0.0,0.4,4
5940,1.0,1.0,0.0,0.1111111111111111,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,1.0,0.5,39.0,0.8205128205128205,38.0,0.8421052631578947,37.0,0.8648648648648649,36.0,0.8888888888888888,35.0,0.9142857142857143,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,4
5942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,23.0,0.6521739130434783,22.0,0.6818181818181818,21.0,0.7142857142857143,20.0,0.75,19.0,0.7894736842105263,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,4
5943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.52,72.0,0.7361111111111112,77.0,0.7532467532467533,81.0,0.7654320987654321,84.0,0.7738095238095238,87.0,0.7931034482758621,12.0,0.0,0.75,12.0,0.0,0.75,12.0,0.0,0.75,12.0,0.0,0.75,12.0,0.0,0.75,4
5944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,57.0,0.5964912280701754,56.0,0.6071428571428571,54.0,0.6111111111111112,52.0,0.6153846153846154,50.0,0.62,10.0,4.0,0.6,10.0,4.0,0.6,10.0,4.0,0.6,10.0,4.0,0.6,10.0,4.0,0.6,2
5954,0.0,12.0,0.0,0.75,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1.0,0.3888888888888889,46.0,0.6956521739130435,46.0,0.717391304347826,46.0,0.7391304347826086,45.0,0.7555555555555555,44.0,0.7727272727272727,7.0,1.0,0.5714285714285714,7.0,1.0,0.5714285714285714,7.0,1.0,0.5714285714285714,7.0,1.0,0.5714285714285714,7.0,1.0,0.5714285714285714,4
5956,0.0,0.0,6.0,0.0,0.5,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.5,46.0,0.782608695652174,45.0,0.8,44.0,0.8181818181818182,43.0,0.8372093023255814,42.0,0.8571428571428571,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,3
5957,0.0,7.0,0.0,0.4666666666666667,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.3125,47.0,0.723404255319149,47.0,0.7446808510638298,46.0,0.7608695652173914,45.0,0.7777777777777778,44.0,0.7954545454545454,8.0,1.0,0.75,8.0,1.0,0.75,8.0,1.0,0.75,8.0,1.0,0.75,8.0,1.0,0.75,3
5963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,59.0,0.6949152542372882,60.0,0.7166666666666667,60.0,0.7333333333333333,60.0,0.75,60.0,0.7666666666666667,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,2
5966,0.0,1.0,10.0,0.047619047619047616,0.47619047619047616,0.0136986301369863,0.136986301369863,0.0,0.0,0.0,1.0,0.45454545454545453,69.0,0.7246376811594203,72.0,0.75,74.0,0.7702702702702703,76.0,0.7894736842105263,77.0,0.8051948051948052,10.0,0.0,0.8,10.0,0.0,0.8,10.0,0.0,0.8,10.0,0.0,0.8,10.0,0.0,0.8,3
5968,0.0,0.0,5.0,0.0,0.2777777777777778,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.35294117647058826,43.0,0.627906976744186,43.0,0.6511627906976745,43.0,0.6744186046511628,43.0,0.6976744186046512,41.0,0.7073170731707317,8.0,2.0,0.625,8.0,2.0,0.625,8.0,2.0,0.625,8.0,2.0,0.625,8.0,2.0,0.625,2
5977,0.0,1.0,0.0,0.06666666666666667,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,34.0,0.6176470588235294,33.0,0.6363636363636364,32.0,0.65625,31.0,0.6774193548387096,30.0,0.7,5.0,1.0,0.6,5.0,1.0,0.6,5.0,1.0,0.6,5.0,1.0,0.6,5.0,1.0,0.6,4
5978,0.0,9.0,6.0,0.6428571428571429,0.42857142857142855,0.1956521739130435,0.13043478260869565,0.0,0.0,0.0,1.0,0.4117647058823529,44.0,0.7272727272727273,45.0,0.7555555555555555,45.0,0.7777777777777778,45.0,0.8,45.0,0.8222222222222222,8.0,0.0,0.625,8.0,0.0,0.625,8.0,0.0,0.625,8.0,0.0,0.625,8.0,0.0,0.625,4
5979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,55.0,0.7454545454545455,55.0,0.7636363636363637,54.0,0.7777777777777778,53.0,0.7924528301886793,52.0,0.8076923076923077,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,3
5980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3181818181818182,81.0,0.7160493827160493,82.0,0.7317073170731707,83.0,0.7469879518072289,84.0,0.7619047619047619,85.0,0.7764705882352941,13.0,0.0,0.6923076923076923,13.0,0.0,0.6923076923076923,13.0,0.0,0.6923076923076923,13.0,0.0,0.6923076923076923,13.0,0.0,0.6923076923076923,4
5983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,45.0,0.5777777777777777,46.0,0.6086956521739131,46.0,0.6304347826086957,46.0,0.6521739130434783,46.0,0.6739130434782609,8.0,1.0,0.625,8.0,1.0,0.625,8.0,1.0,0.625,8.0,1.0,0.625,8.0,1.0,0.625,3
5984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,75.0,0.8133333333333334,76.0,0.8289473684210527,76.0,0.8421052631578947,76.0,0.8552631578947368,76.0,0.868421052631579,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,4
5985,0.0,5.0,8.0,0.35714285714285715,0.5714285714285714,0.38461538461538464,0.6153846153846154,0.0,0.0,0.0,1.0,0.0,14.0,0.14285714285714285,14.0,0.21428571428571427,14.0,0.2857142857142857,14.0,0.35714285714285715,13.0,0.38461538461538464,4.0,2.0,0.25,4.0,2.0,0.25,4.0,2.0,0.25,4.0,2.0,0.25,4.0,2.0,0.25,4
5991,0.0,13.0,8.0,0.5,0.3076923076923077,0.4482758620689655,0.27586206896551724,0.0,0.0,0.0,1.0,0.17647058823529413,33.0,0.2727272727272727,34.0,0.3235294117647059,34.0,0.35294117647058826,34.0,0.38235294117647056,34.0,0.4117647058823529,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,3
5996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.631578947368421,56.0,0.875,56.0,0.8928571428571429,55.0,0.9090909090909091,54.0,0.9259259259259259,52.0,0.9423076923076923,10.0,2.0,0.8,10.0,2.0,0.8,10.0,2.0,0.8,10.0,2.0,0.8,10.0,2.0,0.8,4
6001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4166666666666667,15.0,0.6,14.0,0.6428571428571429,13.0,0.6923076923076923,12.0,0.75,11.0,0.8181818181818182,3.0,0.0,0.3333333333333333,3.0,0.0,0.3333333333333333,3.0,0.0,0.3333333333333333,3.0,0.0,0.3333333333333333,3.0,0.0,0.3333333333333333,3
6012,1.0,0.0,5.0,0.0,1.0,0.0,0.10204081632653061,0.0,0.0,0.0,1.0,0.7777777777777778,47.0,0.9361702127659575,46.0,0.9565217391304348,45.0,0.9777777777777777,45.0,0.9777777777777777,44.0,0.9772727272727273,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,4
6014,1.0,0.0,19.0,0.0,1.0,0.0,0.34545454545454546,0.0,0.0,0.0,1.0,0.3333333333333333,49.0,0.6530612244897959,50.0,0.68,50.0,0.7,50.0,0.72,49.0,0.7346938775510204,6.0,0.0,0.5,6.0,0.0,0.5,6.0,0.0,0.5,6.0,0.0,0.5,6.0,0.0,0.5,4
6021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5263157894736842,58.0,0.6896551724137931,62.0,0.7258064516129032,62.0,0.7419354838709677,61.0,0.7540983606557377,60.0,0.7666666666666667,10.0,2.0,0.7,10.0,2.0,0.7,10.0,2.0,0.7,10.0,2.0,0.7,10.0,2.0,0.7,2
6023,1.0,5.0,1.0,1.0,0.2,0.09803921568627451,0.0196078431372549,0.0,0.0,0.0,1.0,0.7222222222222222,49.0,0.9387755102040817,48.0,0.9583333333333334,47.0,0.9787234042553191,47.0,0.9787234042553191,46.0,0.9782608695652174,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,8.0,0.0,0.875,3
6024,0.0,0.0,4.0,0.0,0.4,0.0,0.0851063829787234,0.0,0.0,0.0,1.0,0.5714285714285714,48.0,0.8333333333333334,49.0,0.8571428571428571,49.0,0.8775510204081632,47.0,0.8936170212765957,45.0,0.9111111111111111,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,4
6026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.391304347826087,74.0,0.7837837837837838,74.0,0.7972972972972973,72.0,0.8055555555555556,70.0,0.8142857142857143,68.0,0.8235294117647058,12.0,3.0,0.75,12.0,3.0,0.75,12.0,3.0,0.75,12.0,3.0,0.75,12.0,3.0,0.75,1
6028,0.0,0.0,8.0,0.0,0.5,0.0,0.1509433962264151,0.0,0.0,0.0,1.0,0.47619047619047616,58.0,0.7586206896551724,58.0,0.7758620689655172,57.0,0.7894736842105263,56.0,0.8035714285714286,55.0,0.8181818181818182,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,7.0,1.0,0.7142857142857143,4
6031,1.0,12.0,0.0,1.0,0.0,0.1875,0.0,0.0,0.0,0.0,1.0,0.47368421052631576,58.0,0.8275862068965517,58.0,0.8448275862068966,58.0,0.8620689655172413,58.0,0.8793103448275862,58.0,0.896551724137931,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,4
6032,0.0,11.0,0.0,0.5238095238095238,0.0,0.21153846153846154,0.0,0.0,0.0,0.0,1.0,0.23529411764705882,44.0,0.5681818181818182,47.0,0.6170212765957447,48.0,0.6458333333333334,49.0,0.673469387755102,50.0,0.7,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,2
6033,0.0,5.0,0.0,0.45454545454545453,0.0,0.078125,0.0,0.0,0.0,0.0,1.0,0.47368421052631576,61.0,0.8524590163934426,63.0,0.873015873015873,63.0,0.8888888888888888,63.0,0.9047619047619048,62.0,0.9193548387096774,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,4
6035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,51.0,0.803921568627451,52.0,0.8269230769230769,53.0,0.8490566037735849,53.0,0.8679245283018868,53.0,0.8867924528301887,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,4
6036,0.0,0.0,6.0,0.0,0.6,0.0,0.12,0.0,0.0,0.0,1.0,0.5555555555555556,48.0,0.8333333333333334,49.0,0.8571428571428571,49.0,0.8775510204081632,49.0,0.8979591836734694,48.0,0.9166666666666666,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,3
6039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3157894736842105,50.0,0.6,52.0,0.6346153846153846,52.0,0.6538461538461539,51.0,0.6666666666666666,49.0,0.673469387755102,9.0,2.0,0.5555555555555556,9.0,2.0,0.5555555555555556,9.0,2.0,0.5555555555555556,9.0,2.0,0.5555555555555556,9.0,2.0,0.5555555555555556,1
6049,1.0,0.0,14.0,0.0,1.0,0.0,0.3684210526315789,0.0,0.0,0.0,1.0,0.3888888888888889,36.0,0.6666666666666666,35.0,0.6857142857142857,34.0,0.7058823529411765,33.0,0.7272727272727273,32.0,0.75,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,4
6050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2222222222222222,57.0,0.7192982456140351,58.0,0.7413793103448276,58.0,0.7586206896551724,58.0,0.7758620689655172,58.0,0.7931034482758621,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,4
6051,1.0,0.0,7.0,0.0,0.3888888888888889,0.0,0.1076923076923077,4.0,0.0,4.0,0.0,0.34782608695652173,58.0,0.7241379310344828,58.0,0.7413793103448276,58.0,0.7586206896551724,58.0,0.7758620689655172,58.0,0.7931034482758621,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,4
6052,1.0,0.0,3.0,0.0,0.3333333333333333,0.0,0.06976744186046512,0.0,0.0,0.0,1.0,0.5,40.0,0.825,40.0,0.85,39.0,0.8717948717948718,38.0,0.8947368421052632,37.0,0.918918918918919,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,4
6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,44.0,0.6363636363636364,42.0,0.6428571428571429,40.0,0.65,38.0,0.6578947368421053,36.0,0.6666666666666666,7.0,2.0,0.7142857142857143,7.0,2.0,0.7142857142857143,7.0,2.0,0.7142857142857143,7.0,2.0,0.7142857142857143,7.0,2.0,0.7142857142857143,2
6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17647058823529413,39.0,0.5384615384615384,39.0,0.5641025641025641,39.0,0.5897435897435898,39.0,0.6153846153846154,39.0,0.6410256410256411,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,4
6073,1.0,0.0,14.0,0.0,1.0,0.0,0.1891891891891892,3.0,0.0,3.0,0.0,0.5454545454545454,70.0,0.8285714285714286,70.0,0.8428571428571429,70.0,0.8571428571428571,69.0,0.8695652173913043,68.0,0.8823529411764706,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,4
6075,1.0,0.0,12.0,0.0,1.0,0.0,0.24489795918367346,0.0,0.0,0.0,1.0,0.35294117647058826,47.0,0.7872340425531915,46.0,0.8043478260869565,45.0,0.8222222222222222,44.0,0.8409090909090909,43.0,0.8604651162790697,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,4
6076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.3157894736842105,49.0,0.673469387755102,50.0,0.7,50.0,0.72,49.0,0.7346938775510204,48.0,0.75,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,3
6078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,60.0,0.65,61.0,0.6721311475409836,61.0,0.6885245901639344,61.0,0.7049180327868853,60.0,0.7166666666666667,11.0,2.0,0.6363636363636364,11.0,2.0,0.6363636363636364,11.0,2.0,0.6363636363636364,11.0,2.0,0.6363636363636364,11.0,2.0,0.6363636363636364,3
6083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5454545454545454,78.0,0.8076923076923077,82.0,0.8292682926829268,82.0,0.8414634146341463,82.0,0.8536585365853658,81.0,0.8641975308641975,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,4
6085,0.0,1.0,6.0,0.09090909090909091,0.5454545454545454,0.030303030303030304,0.18181818181818182,0.0,0.0,0.0,1.0,0.375,32.0,0.71875,32.0,0.75,32.0,0.78125,32.0,0.8125,32.0,0.84375,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,3
6088,1.0,0.0,1.0,0.0,0.09090909090909091,0.0,0.02127659574468085,0.0,0.0,0.0,1.0,0.47368421052631576,41.0,0.7804878048780488,41.0,0.8048780487804879,41.0,0.8292682926829268,41.0,0.8536585365853658,41.0,0.8780487804878049,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,4
6091,0.0,12.0,0.0,0.6666666666666666,0.0,0.375,0.0,0.0,0.0,0.0,1.0,0.29411764705882354,31.0,0.4838709677419355,31.0,0.5161290322580645,31.0,0.5483870967741935,31.0,0.5806451612903226,31.0,0.6129032258064516,5.0,0.0,0.4,5.0,0.0,0.4,5.0,0.0,0.4,5.0,0.0,0.4,5.0,0.0,0.4,4
6093,0.0,0.0,11.0,0.0,0.5789473684210527,0.0,0.22448979591836735,0.0,0.0,0.0,1.0,0.3157894736842105,55.0,0.6909090909090909,54.0,0.7037037037037037,53.0,0.7169811320754716,52.0,0.7307692307692307,51.0,0.7450980392156863,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,3
6104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3157894736842105,59.0,0.6949152542372882,62.0,0.7258064516129032,63.0,0.746031746031746,64.0,0.765625,65.0,0.7846153846153846,10.0,1.0,0.7,10.0,1.0,0.7,10.0,1.0,0.7,10.0,1.0,0.7,10.0,1.0,0.7,3
6107,0.0,12.0,0.0,0.46153846153846156,0.0,0.23076923076923078,0.0,2.0,0.0,2.0,0.0,0.36363636363636365,51.0,0.5294117647058824,51.0,0.5490196078431373,51.0,0.5686274509803921,51.0,0.5882352941176471,51.0,0.6078431372549019,8.0,0.0,0.625,8.0,0.0,0.625,8.0,0.0,0.625,8.0,0.0,0.625,8.0,0.0,0.625,3
6108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,63.0,0.746031746031746,64.0,0.765625,65.0,0.7846153846153846,66.0,0.803030303030303,66.0,0.8181818181818182,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,9.0,0.0,0.6666666666666666,4
6110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6111111111111112,41.0,0.7804878048780488,42.0,0.8095238095238095,43.0,0.8372093023255814,44.0,0.8636363636363636,45.0,0.8888888888888888,8.0,1.0,0.75,8.0,1.0,0.75,8.0,1.0,0.75,8.0,1.0,0.75,8.0,1.0,0.75,3
6114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.7777777777777778,73.0,0.8904109589041096,73.0,0.9041095890410958,73.0,0.9178082191780822,73.0,0.9315068493150684,72.0,0.9444444444444444,12.0,1.0,0.8333333333333334,12.0,1.0,0.8333333333333334,12.0,1.0,0.8333333333333334,12.0,1.0,0.8333333333333334,12.0,1.0,0.8333333333333334,4
